trial,lambda_main,lambda_cross,home_adv,squash_scale,mean_mae,std_mae
23,0.0022771715759009985,0.8074994444873687,0.32120958769258345,0.6568517486255292,1.4503390091871695,0.0948052399838117
3,0.41638887775941047,0.2889818085036658,0.10909498032426036,1.8755338239007537,1.4606786253528026,0.06449247404908781
165,0.36573172435518664,0.9759983892226669,0.21737672398914046,1.7452141761923081,1.4681119602848192,0.062255329261196195
59,0.42848243438117156,0.4714833977410047,0.08820409548980894,2.0568068224830576,1.4779608223892688,0.06854992019900459
80,0.3143661284607532,0.5662969575480831,0.18412773832157253,6.840937934258616,1.4829317641128827,0.07305008499610385
29,0.2619845181049094,0.9285705599023928,0.46299152889723794,5.038145706602298,1.4915491839631299,0.07080517294312673
2,0.3009563908598612,0.7301845942384805,0.012350696577481468,7.774323891214958,1.5075710531407946,0.07195061150717086
44,0.3532479250700768,0.6259383084352229,0.10241524462866196,6.149528130223857,1.5174361596208352,0.0724729523603516
19,0.365187579936319,0.7944839797372877,0.25908501867991285,4.643641143296763,1.5306334660365468,0.07202752353743556
50,0.47540098199267733,0.7128981791981466,0.15873191270251508,2.4721755907155503,1.5352834218757399,0.06740742031920377
94,0.4985468481971667,0.7084731044945671,0.10318482873661043,2.458287865429196,1.5504506497065884,0.0675847540318801
14,0.4666562652714659,0.5860815990363957,0.18545700917182933,5.343923305274308,1.5878734812782587,0.07264286482422483
